<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Si;5;20260323;224000;81421;81425;81371;81385;3860
Si;5;20260323;224500;81385;81385;81341;81351;3296
Si;5;20260323;225000;81346;81392;81321;81361;3521
Si;5;20260323;225500;81359;81383;81346;81376;1954
Si;5;20260323;230000;81378;81484;81377;81482;3829
Si;5;20260323;230500;81481;81497;81467;81477;2361
Si;5;20260323;231000;81482;81492;81460;81475;990
Si;5;20260323;231500;81475;81488;81459;81478;1037
Si;5;20260323;232000;81477;81490;81437;81469;1830
Si;5;20260323;232500;81471;81484;81457;81470;824
Si;5;20260323;233000;81469;81489;81401;81420;1886
Si;5;20260323;233500;81420;81449;81414;81449;613
Si;5;20260323;234000;81439;81471;81410;81450;1227
Si;5;20260323;234500;81451;81453;81400;81400;1535
Si;5;20260324;085500;81400;81400;81400;81400;93
Si;5;20260324;090000;81450;81544;81232;81436;16744
Si;5;20260324;090500;81434;81600;81419;81573;9036
Si;5;20260324;091000;81573;81573;81382;81423;5337
Si;5;20260324;091500;81414;81442;81221;81275;8696
Si;5;20260324;092000;81279;81375;81236;81285;6402
Si;5;20260324;092500;81285;81369;81260;81311;4785
Si;5;20260324;093000;81313;81398;81237;81237;4945
Si;5;20260324;093500;81237;81237;81026;81078;16642
Si;5;20260324;094000;81078;81110;81018;81064;9031
Si;5;20260324;094500;81064;81127;80960;81015;14032
Si;5;20260324;095000;81018;81047;80900;80991;13549
Si;5;20260324;095500;80994;81122;80899;81109;21091
Si;5;20260324;100000;81110;81224;80826;81100;48586
Si;5;20260324;100500;81105;81176;81035;81162;14685
Si;5;20260324;101000;81163;81246;81123;81170;21225
Si;5;20260324;101500;81170;81358;81170;81310;24133
Si;5;20260324;102000;81307;81330;81234;81307;14955
Si;5;20260324;102500;81308;81377;81220;81311;14656
Si;5;20260324;103000;81310;81328;81150;81277;14671
Si;5;20260324;103500;81271;81321;81245;81290;11561
Si;5;20260324;104000;81295;81474;81288;81416;20736
Si;5;20260324;104500;81418;81488;81385;81476;12042
Si;5;20260324;105000;81477;81498;81414;81495;8788
Si;5;20260324;105500;81494;81499;81454;81486;8818
Si;5;20260324;110000;81482;81492;81415;81439;10328
Si;5;20260324;110500;81442;81455;81333;81350;13994
Si;5;20260324;111000;81350;81400;81322;81340;9609
Si;5;20260324;111500;81344;81384;81315;81378;8677
Si;5;20260324;112000;81376;81399;81306;81341;6753
Si;5;20260324;112500;81341;81381;81258;81278;12453
Si;5;20260324;113000;81280;81289;81234;81255;26817
Si;5;20260324;113500;81256;81260;81220;81240;5947
Si;5;20260324;114000;81240;81350;81220;81341;17937
Si;5;20260324;114500;81343;81344;81257;81284;3441
Si;5;20260324;115000;81284;81290;81186;81188;5457
Si;5;20260324;115500;81189;81245;81128;81225;6668
Si;5;20260324;120000;81227;81239;80951;80966;30397
Si;5;20260324;120500;80967;80969;80865;80867;29511
Si;5;20260324;121000;80870;80870;80642;80649;39735
Si;5;20260324;121500;80647;80708;80624;80673;34422
Si;5;20260324;122000;80671;80739;80608;80627;19843
Si;5;20260324;122500;80628;80694;80584;80684;20839
Si;5;20260324;123000;80684;80689;80627;80628;9131
Si;5;20260324;123500;80628;80716;80625;80694;17477
Si;5;20260324;124000;80695;80700;80681;80700;8974
Si;5;20260324;124500;80700;80725;80552;80600;17404
Si;5;20260324;125000;80600;80600;80333;80352;31412
Si;5;20260324;125500;80357;80393;80270;80335;24850
Si;5;20260324;130000;80334;80338;80164;80186;25470
Si;5;20260324;130500;80184;80273;80156;80234;18320
Si;5;20260324;131000;80230;80269;80180;80234;18493
Si;5;20260324;131500;80234;80254;80162;80225;22282
Si;5;20260324;132000;80226;80357;80204;80347;15757
Si;5;20260324;132500;80348;80451;80321;80445;17469
Si;5;20260324;133000;80444;80540;80435;80540;11170
Si;5;20260324;133500;80537;80563;80464;80467;13908
Si;5;20260324;134000;80466;80505;80424;80460;18532
Si;5;20260324;134500;80460;80505;80414;80464;13586
Si;5;20260324;135000;80462;80471;80407;80456;7196
Si;5;20260324;135500;80454;80485;80354;80356;19588
Si;5;20260324;140000;80363;80430;80340;80358;7089
Si;5;20260324;140500;80358;80465;80337;80455;6341
Si;5;20260324;141000;80453;80543;80447;80495;7790
Si;5;20260324;141500;80497;80659;80495;80638;13158
Si;5;20260324;142000;80635;80712;80580;80667;13902
Si;5;20260324;142500;80672;80684;80594;80646;7225
Si;5;20260324;143000;80645;80666;80561;80582;10521
Si;5;20260324;143500;80584;80698;80584;80672;4555
Si;5;20260324;144000;80672;80693;80611;80651;6720
Si;5;20260324;144500;80655;80658;80605;80623;3229
Si;5;20260324;145000;80625;80745;80623;80686;6737
Si;5;20260324;145500;80687;80779;80666;80740;11460
Si;5;20260324;150000;80741;80744;80630;80644;3841
Si;5;20260324;150500;80644;80662;80605;80619;3409
Si;5;20260324;151000;80615;80649;80591;80607;5934
Si;5;20260324;151500;80605;80655;80512;80622;7430
Si;5;20260324;152000;80623;80673;80513;80559;8897
Si;5;20260324;152500;80557;80561;80517;80528;7999
Si;5;20260324;153000;80528;80530;80410;80447;6701
Si;5;20260324;153500;80442;80521;80412;80508;9886
Si;5;20260324;154000;80502;80538;80456;80498;2898
Si;5;20260324;154500;80496;80500;80434;80440;2351
Si;5;20260324;155000;80439;80477;80384;80392;3638
Si;5;20260324;155500;80398;80505;80313;80448;13980
Si;5;20260324;160000;80447;80600;80440;80591;13046
Si;5;20260324;160500;80587;80622;80554;80591;9283
Si;5;20260324;161000;80590;80591;80432;80435;6191
Si;5;20260324;161500;80442;80500;80430;80498;1959
Si;5;20260324;162000;80497;80579;80496;80552;5090
Si;5;20260324;162500;80550;80662;80550;80619;6455
Si;5;20260324;163000;80615;80744;80423;80669;27082
Si;5;20260324;163500;80664;80712;80621;80698;6211
Si;5;20260324;164000;80689;80735;80636;80643;6649
Si;5;20260324;164500;80644;80686;80511;80600;7099
Si;5;20260324;165000;80606;80606;80489;80497;2755
Si;5;20260324;165500;80503;80574;80473;80521;3400
Si;5;20260324;170000;80522;80524;80430;80493;6188
Si;5;20260324;170500;80493;80568;80472;80520;2619
Si;5;20260324;171000;80516;80560;80495;80521;2324
Si;5;20260324;171500;80522;80527;80500;80525;10675
Si;5;20260324;172000;80521;80526;80442;80488;17194
Si;5;20260324;172500;80487;80501;80451;80493;3995
Si;5;20260324;173000;80493;80518;80362;80373;7014
Si;5;20260324;173500;80370;80375;80210;80210;13029
Si;5;20260324;174000;80212;80250;80127;80130;13185
Si;5;20260324;174500;80132;80225;80125;80225;9834
Si;5;20260324;175000;80224;80244;80173;80188;6487
Si;5;20260324;175500;80188;80217;80132;80163;5555
Si;5;20260324;180000;80162;80221;80138;80179;5091
Si;5;20260324;180500;80179;80219;80130;80152;5460
Si;5;20260324;181000;80152;80224;80152;80183;3940
Si;5;20260324;181500;80183;80249;80153;80224;4642
Si;5;20260324;182000;80218;80279;80209;80229;5110
Si;5;20260324;182500;80235;80288;80229;80264;4429
Si;5;20260324;183000;80261;80276;80179;80196;2570
Si;5;20260324;183500;80204;80205;80150;80187;2276
Si;5;20260324;184000;80189;80202;80150;80165;1759
Si;5;20260324;184500;80165;80195;80088;80166;6693
Si;5;20260324;185000;80164;80198;80153;80177;880
Si;5;20260324;185500;80179;80191;80136;80146;813
Si;5;20260324;190000;80146;80215;80145;80190;1190
Si;5;20260324;190500;80189;80350;80187;80339;3877
Si;5;20260324;191000;80332;80385;80324;80338;2858
Si;5;20260324;191500;80343;80345;80275;80329;2095
Si;5;20260324;192000;80322;80348;80272;80280;1428
Si;5;20260324;192500;80280;80280;80218;80235;775
Si;5;20260324;193000;80235;80263;80230;80256;355
Si;5;20260324;193500;80256;80258;80216;80221;721
Si;5;20260324;194000;80221;80227;80210;80225;434
Si;5;20260324;194500;80224;80241;80223;80241;306
Si;5;20260324;195000;80241;80252;80234;80250;344
Si;5;20260324;195500;80249;80249;80220;80221;345
Si;5;20260324;200000;80221;80232;80179;80232;1526
Si;5;20260324;200500;80230;80319;80227;80292;1137
Si;5;20260324;201000;80290;80315;80267;80271;950
Si;5;20260324;201500;80271;80277;80226;80242;572
Si;5;20260324;202000;80242;80282;80242;80265;336
Si;5;20260324;202500;80265;80286;80262;80279;288
Si;5;20260324;203000;80279;80283;80234;80279;568
Si;5;20260324;203500;80278;80332;80276;80332;1075
Si;5;20260324;204000;80323;80325;80296;80308;558
Si;5;20260324;204500;80306;80309;80196;80214;1161
Si;5;20260324;205000;80211;80270;80211;80252;457
Si;5;20260324;205500;80250;80300;80248;80280;1062
Si;5;20260324;210000;80280;80291;80274;80274;228
Si;5;20260324;210500;80274;80278;80255;80256;416
Si;5;20260324;211000;80255;80260;80206;80215;617
Si;5;20260324;211500;80215;80228;80200;80212;298
Si;5;20260324;212000;80211;80235;80200;80210;300
Si;5;20260324;212500;80208;80226;80203;80212;249
Si;5;20260324;213000;80212;80231;80163;80170;716
Si;5;20260324;213500;80176;80228;80176;80220;412
Si;5;20260324;214000;80226;80250;80225;80239;557
Si;5;20260324;214500;80245;80268;80235;80236;842
Si;5;20260324;215000;80236;80257;80233;80257;290
Si;5;20260324;215500;80260;80267;80250;80260;177
Si;5;20260324;220000;80267;80293;80267;80281;361
Si;5;20260324;220500;80283;80310;80281;80307;462
Si;5;20260324;221000;80301;80314;80299;80309;535
Si;5;20260324;221500;80309;80345;80309;80339;749
Si;5;20260324;222000;80339;80363;80339;80356;541
Si;5;20260324;222500;80357;80367;80355;80367;454
Si;5;20260324;223000;80367;80385;80328;80336;1953
Si;5;20260324;223500;80334;80345;80318;80327;489
Si;5;20260324;224000;80327;80358;80317;80341;889
Si;5;20260324;224500;80340;80351;80335;80351;121
Si;5;20260324;225000;80346;80397;80329;80389;949
Si;5;20260324;225500;80392;80404;80392;80402;935
Si;5;20260324;230000;80402;80404;80386;80394;553
Si;5;20260324;230500;80394;80399;80377;80378;182
Si;5;20260324;231000;80377;80379;80344;80349;286
Si;5;20260324;231500;80348;80348;80319;80319;625
Si;5;20260324;232000;80325;80350;80263;80268;2614
Si;5;20260324;232500;80273;80348;80233;80348;1788
Si;5;20260324;233000;80348;80369;80255;80265;1357
Si;5;20260324;233500;80279;80327;80275;80310;1606
Si;5;20260324;234000;80317;80361;80310;80335;1333
Si;5;20260324;234500;80328;80400;80328;80361;860
Si;5;20260325;085500;80385;80385;80385;80385;34
Si;5;20260325;090000;80385;80500;80244;80385;9376
Si;5;20260325;090500;80382;80428;80289;80359;4111
Si;5;20260325;091000;80355;80381;80292;80370;3414
Si;5;20260325;091500;80370;80438;80311;80432;2909
Si;5;20260325;092000;80427;80483;80398;80471;4531
Si;5;20260325;092500;80471;80490;80413;80437;3691
Si;5;20260325;093000;80433;80484;80415;80466;3260
Si;5;20260325;093500;80469;80519;80446;80446;3080
Si;5;20260325;094000;80447;80470;80374;80419;2735
Si;5;20260325;094500;80420;80514;80419;80432;3060
Si;5;20260325;095000;80438;80439;80328;80356;5890
Si;5;20260325;095500;80353;80476;80353;80466;4315
Si;5;20260325;100000;80473;80640;80221;80261;27968
Si;5;20260325;100500;80257;80505;80217;80505;10618
Si;5;20260325;101000;80504;80759;80496;80729;30773
Si;5;20260325;101500;80731;80885;80724;80793;24909
Si;5;20260325;102000;80793;80840;80612;80674;15578
Si;5;20260325;102500;80674;80733;80575;80620;11735
Si;5;20260325;103000;80626;80770;80622;80745;9389
Si;5;20260325;103500;80745;80760;80623;80701;6965
Si;5;20260325;104000;80703;80816;80702;80710;7471
Si;5;20260325;104500;80709;80721;80515;80520;13543
Si;5;20260325;105000;80520;80635;80483;80628;11212
Si;5;20260325;105500;80628;80818;80610;80817;11490
Si;5;20260325;110000;80814;80853;80730;80770;10834
Si;5;20260325;110500;80771;80832;80710;80776;10660
Si;5;20260325;111000;80777;80791;80645;80711;11241
Si;5;20260325;111500;80711;80722;80666;80678;6538
Si;5;20260325;112000;80677;80700;80673;80682;6349
Si;5;20260325;112500;80682;80724;80675;80724;5851
Si;5;20260325;113000;80724;80750;80620;80665;19516
Si;5;20260325;113500;80665;80676;80534;80580;8636
Si;5;20260325;114000;80578;80600;80510;80587;4956
Si;5;20260325;114500;80589;80639;80585;80626;8788
Si;5;20260325;115000;80627;80668;80512;80568;6562
Si;5;20260325;115500;80567;80663;80567;80630;4154
Si;5;20260325;120000;80630;80644;80400;80514;10290
Si;5;20260325;120500;80513;80594;80457;80594;6270
Si;5;20260325;121000;80594;80700;80584;80613;8234
Si;5;20260325;121500;80615;80701;80575;80673;7276
Si;5;20260325;122000;80676;80750;80663;80750;8043
Si;5;20260325;122500;80750;80796;80700;80762;8221
Si;5;20260325;123000;80768;80800;80738;80770;8826
Si;5;20260325;123500;80770;80870;80693;80708;17842
Si;5;20260325;124000;80707;80783;80622;80678;5952
Si;5;20260325;124500;80679;80739;80673;80720;5538
Si;5;20260325;125000;80716;80800;80714;80766;7111
Si;5;20260325;125500;80770;80781;80722;80758;6231
Si;5;20260325;130000;80753;80787;80690;80778;8611
Si;5;20260325;130500;80779;80837;80732;80747;7362
Si;5;20260325;131000;80742;80773;80696;80729;6669
Si;5;20260325;131500;80730;80761;80642;80667;6470
Si;5;20260325;132000;80671;80727;80657;80727;4631
Si;5;20260325;132500;80727;80756;80701;80715;5638
Si;5;20260325;133000;80715;80731;80678;80689;9038
Si;5;20260325;133500;80690;80770;80690;80763;7477
Si;5;20260325;134000;80763;80830;80757;80789;9464
Si;5;20260325;134500;80788;80797;80710;80730;6164
Si;5;20260325;135000;80729;80810;80729;80764;6265
Si;5;20260325;135500;80764;80831;80751;80751;6973
Si;5;20260325;140000;80752;80754;80659;80681;5493
Si;5;20260325;140500;80678;80722;80636;80700;5780
Si;5;20260325;141000;80700;80748;80679;80706;4173
Si;5;20260325;141500;80706;80733;80658;80680;5073
Si;5;20260325;142000;80680;80710;80610;80618;5356
Si;5;20260325;142500;80619;80653;80606;80606;4787
Si;5;20260325;143000;80607;80608;80530;80556;8570
Si;5;20260325;143500;80557;80598;80527;80572;4968
Si;5;20260325;144000;80571;80618;80546;80601;4465
Si;5;20260325;144500;80599;80637;80575;80622;4545
Si;5;20260325;145000;80623;80642;80595;80612;3415
Si;5;20260325;145500;80611;80616;80574;80587;4393
Si;5;20260325;150000;80582;80682;80578;80602;6335
Si;5;20260325;150500;80602;80635;80572;80573;4244
Si;5;20260325;151000;80575;80675;80573;80668;4439
Si;5;20260325;151500;80668;80758;80664;80716;8223
Si;5;20260325;152000;80715;80720;80654;80693;3860
Si;5;20260325;152500;80693;80710;80651;80683;5431
Si;5;20260325;153000;80683;80708;80663;80693;5616
Si;5;20260325;153500;80691;80739;80664;80733;3517
Si;5;20260325;154000;80732;80796;80727;80768;6282
Si;5;20260325;154500;80766;80820;80747;80762;4821
Si;5;20260325;155000;80766;80960;80757;80878;19554
Si;5;20260325;155500;80878;80897;80817;80892;8956
Si;5;20260325;160000;80893;80996;80892;80929;14042
Si;5;20260325;160500;80930;80949;80825;80908;12482
Si;5;20260325;161000;80909;80982;80909;80982;6376
Si;5;20260325;161500;80982;81049;80969;81047;7864
Si;5;20260325;162000;81045;81048;80954;80959;7591
Si;5;20260325;162500;80959;81000;80930;80976;5826
Si;5;20260325;163000;80976;80995;80935;80946;6292
Si;5;20260325;163500;80942;80957;80877;80915;9797
Si;5;20260325;164000;80912;80920;80864;80899;3402
Si;5;20260325;164500;80900;80910;80821;80869;5517
Si;5;20260325;165000;80866;80913;80838;80910;4233
Si;5;20260325;165500;80910;80958;80909;80945;4783
Si;5;20260325;170000;80945;80973;80912;80938;4951
Si;5;20260325;170500;80938;80950;80892;80922;4557
Si;5;20260325;171000;80922;81014;80904;81005;4932
Si;5;20260325;171500;81004;81040;80996;81040;6577
Si;5;20260325;172000;81040;81070;80920;80947;9801
Si;5;20260325;172500;80948;81006;80934;81005;4887
Si;5;20260325;173000;81005;81119;81005;81081;10510
Si;5;20260325;173500;81081;81160;81055;81100;11242
Si;5;20260325;174000;81100;81134;81073;81130;5444
Si;5;20260325;174500;81130;81159;81097;81158;6382
Si;5;20260325;175000;81156;81158;81071;81100;5461
Si;5;20260325;175500;81100;81157;81050;81140;8642
Si;5;20260325;180000;81139;81249;81115;81179;17327
Si;5;20260325;180500;81176;81245;81176;81242;7150
Si;5;20260325;181000;81240;81362;81235;81357;11203
Si;5;20260325;181500;81354;81432;81306;81357;11179
Si;5;20260325;182000;81355;81392;81236;81249;10358
Si;5;20260325;182500;81249;81301;81229;81273;11407
Si;5;20260325;183000;81272;81293;81195;81213;4854
Si;5;20260325;183500;81215;81303;81207;81302;1648
Si;5;20260325;184000;81304;81389;81284;81352;6065
Si;5;20260325;184500;81354;81412;81301;81396;5192
Si;5;20260325;185000;81399;81454;81348;81447;7771
Si;5;20260325;185500;81452;81457;81364;81428;5960
Si;5;20260325;190000;81427;81469;81355;81408;5176
Si;5;20260325;190500;81416;81548;81416;81495;10204
Si;5;20260325;191000;81500;81570;81470;81477;5868
Si;5;20260325;191500;81478;81479;81412;81469;2456
Si;5;20260325;192000;81467;81559;81467;81491;2281
Si;5;20260325;192500;81491;81545;81453;81525;2023
Si;5;20260325;193000;81523;81554;81484;81544;1889
Si;5;20260325;193500;81547;81632;81537;81623;6393
Si;5;20260325;194000;81623;81689;81542;81599;7412
Si;5;20260325;194500;81599;81622;81500;81517;4234
Si;5;20260325;195000;81515;81565;81509;81530;1911
Si;5;20260325;195500;81528;81532;81428;81437;3731
Si;5;20260325;200000;81437;81485;81433;81474;1652
Si;5;20260325;200500;81474;81589;81472;81517;4329
Si;5;20260325;201000;81517;81599;81501;81517;2016
Si;5;20260325;201500;81517;81576;81501;81548;1162
Si;5;20260325;202000;81545;81550;81462;81473;793
Si;5;20260325;202500;81475;81545;81472;81524;2091
Si;5;20260325;203000;81527;81530;81490;81497;427
Si;5;20260325;203500;81497;81497;81475;81481;591
Si;5;20260325;204000;81481;81500;81466;81469;720
Si;5;20260325;204500;81468;81489;81468;81476;394
Si;5;20260325;205000;81476;81480;81353;81357;3254
Si;5;20260325;205500;81357;81439;81357;81434;2303
Si;5;20260325;210000;81438;81532;81423;81510;2477
Si;5;20260325;210500;81507;81540;81468;81530;1159
Si;5;20260325;211000;81530;81540;81484;81500;441
Si;5;20260325;211500;81500;81571;81488;81564;1082
Si;5;20260325;212000;81571;81576;81509;81510;1271
Si;5;20260325;212500;81507;81508;81454;81475;1601
Si;5;20260325;213000;81476;81528;81471;81512;560
Si;5;20260325;213500;81504;81516;81477;81508;381
Si;5;20260325;214000;81500;81500;81460;81473;266
Si;5;20260325;214500;81473;81475;81435;81442;1064
Si;5;20260325;215000;81442;81445;81386;81414;1788
Si;5;20260325;215500;81404;81431;81353;81364;3098
Si;5;20260325;220000;81359;81395;81307;81387;2863
Si;5;20260325;220500;81387;81434;81355;81417;2508
Si;5;20260325;221000;81417;81476;81377;81377;1490
Si;5;20260325;221500;81382;81465;81382;81441;1179
Si;5;20260325;222000;81444;81461;81378;81385;652
Si;5;20260325;222500;81386;81418;81371;81408;517
Si;5;20260325;223000;81401;81405;81393;81393;45
Si;5;20260325;223500;81392;81422;81378;81391;374
Si;5;20260325;224000;81395;81397;81371;81386;494
Si;5;20260325;224500;81393;81420;81393;81408;371
